Year,Month,GEPU_current,GEPU_ppp,Australia,Brazil,Canada,Chile,Hybrid China,Colombia,France,Germany,Greece,India,Ireland,Italy,Japan,Korea,Netherlands,Russia,Spain,Singapore,UK,US,SCMP China,Mainland China,Sweden,Mexico,New Zealand,Hong Kong
1986,10,,,,,76.77757263,,,,,,,,152.7718549,,,,,,,,,91.82046509,,,94.72961374,,,
1986,11,,,,,64.25985718,,,,,,,,80.18120308,,,,,,,,,98.32894135,,,103.2240438,,,
1986,12,,,,,78.6656189,,,,,,,,77.09731065,,,,,,,,,87.97968292,,,129.7491722,,,
1987,1,,,,,74.6827774,,,,69.95834351,,,,183.992081,,69.19361549,,,,,,,110.4333191,,,118.9743565,,,
1987,2,,,,,67.59733582,,,,60.32131958,,,,63.34183579,,91.55809836,,,,,,,76.96607208,,,79.89761095,,,
1987,3,,,,,36.30467606,,,,97.61026764,,,,83.96213968,,91.49567031,,,,,,,99.05958557,,,97.2852674,,,
1987,4,,,,,70.42708588,,,,77.49410248,,,,85.79280814,,94.53396307,,,,,,,79.53235626,,,97.04760533,,,
1987,5,,,,,81.23486328,,,,58.17476654,,,,55.63036737,,75.15882342,,,,,,,87.58505249,,,93.81301261,,,
1987,6,,,,,72.81967163,,,,87.84770203,,,,54.34970921,,84.46381613,,,,,,,106.5728531,,,97.48987556,,,
1987,7,,,,,61.87545776,,,,41.39510727,,,,29.08695252,,61.07329716,,,,,,,81.38941193,,,93.98064302,,,
1987,8,,,,,28.5368557,,,,46.29237747,,,,63.6168228,,45.98931525,,,,,,,52.7901535,,,109.7893555,,,
1987,9,,,,,59.65667343,,,,43.1730423,,,,52.51611176,,61.20195803,,,,,,,59.86959457,,,102.8173115,,,
1987,10,,,,,125.1819305,,,,121.7726364,,,,78.05076093,,98.01814524,,,,,,,170.3220673,,,113.2178683,,,
1987,11,,,,,137.5159149,,,,152.8100281,,,,176.060762,,106.4818855,,,,,,,183.1025238,,,111.7313667,,,
1987,12,,,,,117.4072266,,,,94.86508179,,,,89.07777592,,96.67090677,,,,,,,149.0111389,,,107.4404814,,,
1988,1,,,,,88.00508118,,,,102.4827957,,,,127.0434608,,62.09017624,,,,,,,142.8728485,,,120.0014694,,,
1988,2,,,,,74.21217346,,,,80.3404007,,,,173.8079249,,54.33040853,,,,,,,102.0328903,,,104.0493849,,,
1988,3,,,,,57.29201889,,,,92.95789337,,,,55.59397911,,54.16856337,,,,,,,82.35363007,,,108.6720271,,,
1988,4,,,,,61.04705429,,,,80.0402832,,,,147.9873159,,50.37677059,,,,,,,97.85680389,,,89.69081053,,,
1988,5,,,,,48.37898636,,,,88.56708527,,,,80.5866706,,50.68850787,,,,,,,99.12745667,,,94.48304585,,,
1988,6,,,,,43.19214249,,,,80.08071136,,,,82.87058821,,58.82876115,,,,,,,88.28594971,,,98.48838138,,,
1988,7,,,,,56.56837845,,,,54.9803009,,,,79.81975513,,62.79685861,,,,,,,80.83588409,,,113.0656146,,,
1988,8,,,,,82.51412201,,,,84.88539886,,,,66.02271868,,67.28893116,,,,,,,94.88969421,,,136.8236886,,,
1988,9,,,,,62.38470459,,,,89.29541779,,,,52.22568223,,50.51406968,,,,,,,85.35681152,,,118.3289293,,,
1988,10,,,,,61.03735733,,,,63.32862091,,,,25.89327177,,58.18465996,,,,,,,98.25379944,,,91.93493505,,,
1988,11,,,,,123.8536987,,,,101.4379196,,,,101.5558314,,76.83879054,,,,,,,102.2340012,,,113.7354389,,,
1988,12,,,,,57.62167358,,,,75.76390076,,,,99.5689729,,58.71315593,,,,,,,77.82810211,,,90.05173152,,,
1989,1,,,,,47.27500534,,,,58.82336044,,,,119.0698729,,72.77580802,,,,,,,87.42640686,,,99.70188221,,,
1989,2,,,,,40.65641785,,,,58.72576141,,,,74.61554073,,68.54792737,,,,,,,51.35064316,,,94.05184008,,,
1989,3,,,,,69.56887817,,,,58.7369957,,,,76.846361,,77.4780192,,,,,,,72.52325439,,,110.4618337,,,
1989,4,,,,,59.65726471,,,,50.24378586,,,,113.7931119,,92.73761084,,,,,,,92.37982941,,,106.5756484,,,
1989,5,,,,,88.94496918,,,,54.23666382,,,,75.32087492,,82.66073616,,,,,,,83.75286865,,,103.6337577,,,
1989,6,,,,,64.56142426,,,,100.2526474,,,,96.83499517,,80.16879145,,,,,,,95.78630829,,,93.0398988,,,
1989,7,,,,,69.98061371,,,,87.73609924,,,,25.83974075,,83.99613376,,,,,,,78.2565918,,,105.3559168,,,
1989,8,,,,,61.02228165,,,,70.94529724,,,,85.700533,,79.69171772,,,,,,,83.10930634,,,88.37227669,,,
1989,9,,,,,59.10854721,,,,79.52281189,,,,53.08023686,,84.14100181,,,,,,,74.69548035,,,100.4453413,,,
1989,10,,,,,76.84035492,,,,91.5479126,,,,111.0717136,,66.62205592,,,,,,,76.44955444,,,112.8915677,,,
1989,11,,,,,75.00901794,,,,108.7742157,,,,100.940707,,67.15518735,,,,,,,105.0474854,,,102.1174342,,,
1989,12,,,,,57.92606354,,,,67.24018097,,,,28.99961624,,71.79549568,,,,,,,103.7966843,,,117.2485037,,,
1990,1,,,,,90.46779633,,,,75.87445068,,,,87.5845788,,83.89078555,129.6386566,,,,,,92.32149506,,,138.3477684,,,
1990,2,,,,,77.06072998,,,,113.9344482,,,,77.25615859,,101.1463534,73.56221008,,,,,,110.4462738,,,141.3108515,,,
1990,3,,,,,92.68954468,,,,134.3750916,,,,98.95456429,,100.7146451,102.0125732,,,,,,104.4614105,,,110.8791118,,,
1990,4,,,,,109.2704544,,,,96.06861115,,,,107.1373696,,91.77939817,118.5013733,,,,,,88.44817352,,,106.4820079,,,
1990,5,,,,,130.707428,,,,63.14082718,,,,74.55445199,,94.94027467,45.04403305,,,,,,97.38793182,,,112.4524151,,,
1990,6,,,,,164.1713257,,,,101.2841797,,,,51.11382924,,75.82292792,41.99311829,,,,,,100.8643417,,,106.2981535,,,
1990,7,,,,,88.38756561,,,,63.8117485,,,,26.73379318,,84.31318123,55.29328918,,,,,,86.28017426,,,123.6967343,,,
1990,8,,,,,116.5748367,,,,55.49462509,,,,116.0142988,,70.80543577,36.80561066,,,,,,139.3226929,,,144.3466115,,,
1990,9,,,,,118.0033646,,,,157.4201508,,,,137.0132758,,109.9569369,38.59947586,,,,,,165.938446,,,113.836903,,,
1990,10,,,,,166.1151886,,,,157.2135315,,,,157.8213826,,107.3217428,63.65452957,,,,,,137.6742401,,,130.1239628,,,
1990,11,,,,,148.1475525,,,,123.071022,,,,50.96059196,,79.03817616,58.3523407,,,,,,152.4486084,,,122.9054012,,,
1990,12,,,,,123.4866943,,,,119.058609,,,,170.1656606,,94.08198537,48.80547714,,,,,,134.0615387,,,120.4711448,,,
1991,1,,,,111.8543777,182.0740814,,,,102.561203,,,,162.6538822,,83.25209518,78.89048004,,,,,,204.0105438,,,136.3667365,,,
1991,2,,,,146.8242188,129.9660645,,,,120.2046127,,,,151.8366358,,84.68081362,65.68365479,,,,,,106.5180588,,,125.3643566,,,
1991,3,,,,124.6511993,145.0634003,,,,129.1983032,,,,165.2899169,,78.75542151,65.23986816,,,,,,107.9374847,,,94.9684376,,,
1991,4,,,,153.1076813,128.0671234,,,,120.8372803,,,,56.95756284,,78.35772535,52.1923027,,,,,,93.01464081,,,106.7084048,,,
1991,5,,,,119.1042023,92.58368683,,,,116.2811356,,,,128.932153,,77.67961603,34.96854019,,,,,,82.14782715,,,103.0608616,,,
1991,6,,,,63.61285782,93.47290039,,,,149.964325,,,,143.3159235,,61.22757601,46.4342804,,,,,,85.91903687,,,109.0406244,,,
1991,7,,,,86.64367676,90.35232544,,,,98.35049438,,,,134.7540513,,73.41780594,29.3201828,,,,,,80.64899445,,,150.5863875,,,
1991,8,,,,68.60401917,76.42750549,,,,97.80922699,,,,92.24899631,,85.5330056,127.9773941,,,,,,99.12208557,,,132.2282144,,,
1991,9,,,,79.24053955,115.7734451,,,,76.76366425,,,,58.81804517,,82.7515861,84.74686432,,,,,,127.2944412,,,129.1572425,,,
1991,10,,,,136.5848846,133.4071198,,,,128.8790588,,,,144.7412726,,81.36682933,38.97079849,,,,,,108.1209641,,,114.323904,,,
1991,11,,,,143.6332855,112.8911514,,,,99.0020752,,,,80.06035726,,84.01659669,142.0084991,,,,,,140.6123657,,,118.981835,,,
1991,12,,,,59.77562332,137.7946625,,,,103.4796829,,,,182.4386275,,87.48674163,152.4228516,,,,,,171.0109711,,,140.8488192,,,
1992,1,,,,67.27913666,127.4257736,,,,64.89086914,,,,153.8373792,,85.28573738,68.06641388,,,,,,116.3648529,,,118.3791022,,,
1992,2,,,,76.46195984,114.8891602,,,,73.68727875,,,,117.311353,,78.38382278,35.32372284,,,,,,154.5969238,,,124.9244648,,,
1992,3,,,,12.84349442,136.2338104,,,,68.80318451,,,,86.14061682,,77.16743519,35.29611969,,,,,,96.82842255,,,121.1600328,,,
1992,4,,,,34.62159348,114.8409653,,,,86.34409332,,,,138.3514703,,86.28482451,68.39157867,,,,,,89.85423279,,,120.5393881,,,
1992,5,,,,16.70135307,73.99919128,,,,112.5864334,,,,155.0384445,,81.64249758,46.31071854,,,,,,78.68047333,,,96.89199518,,,
1992,6,,,,81.7866745,101.0193329,,,,138.4561768,,,,172.2346837,,93.1189646,35.90690994,,,,,,122.2935028,,,120.513313,,,
1992,7,,,,107.3151779,74.15174103,,,,125.345932,,,,110.8688694,,102.5546488,65.81402588,,,,,,119.6131821,,,106.2114808,,,
1992,8,,,,89.90445709,64.91373444,,,,90.83674622,,,,88.48425382,,119.1393143,70.07499695,,,,,,122.4071198,,,140.5211668,,,
1992,9,,,,126.9112701,205.4592743,,,,220.3040771,,,,174.4023432,,107.9448507,67.21442413,,,,,,141.4432373,,,167.2189747,,,
1992,10,,,,82.98873138,254.3539124,,,,165.4729004,,,,107.8169165,,95.15889596,94.09913635,,,,,,161.2542267,,,134.6302888,,,
1992,11,,,,135.0963745,132.2935791,,,,139.1133118,,,,57.63737642,,97.47413947,115.8377609,,,,,,108.1500702,,,117.2847885,,,
1992,12,,,,125.3481674,112.2163086,,,,121.1379776,,,,204.7297064,,79.42392456,127.0930176,,,,,,87.8720932,,,123.6422448,,,
1993,1,,,,128.7315521,102.5922546,53.08919525,,,129.5369873,178.7527466,,,93.67238273,,70.60384058,78.63812256,,,,,,83.46498108,,,128.6340262,,,
1993,2,,,,78.50811768,91.44818115,32.65639496,,,99.14981842,114.213028,,,154.5310459,,82.09427966,62.4916687,,,,,,106.97612,,,114.8884396,,,
1993,3,,,,123.4763794,120.1546707,68.95227051,,,142.020401,139.1031036,,,101.6165414,,79.90330638,50.93001175,,,,,,109.796814,,,140.0947514,,,
1993,4,,,,76.80233002,89.43315887,62.09404755,,,129.2575989,56.50121307,,,29.75079644,,76.34994697,51.74676514,,,,,,89.65112305,,,104.4606837,,,
1993,5,,,,113.6884308,108.1047211,94.27544403,,,163.3103333,120.8239975,,,77.12529516,,73.07208864,35.01927185,,,,,,133.5057526,,,121.0914541,,,
1993,6,,,,56.74964905,86.66848755,65.2494278,,,119.8784561,88.1937561,,,54.39840967,,87.73284876,77.18458557,,,,,,120.6800613,,,126.6048949,,,
1993,7,,,,75.42728424,121.660675,57.47238159,,,114.9054031,97.81391907,,,111.626051,,88.29721538,68.02714539,,,,,,106.5029907,,,142.1429238,,,
1993,8,,,,91.92247009,109.6159439,53.18274689,,,63.69197464,123.0051193,,,95.62564724,,95.0279098,185.0961304,,,,,,115.5761719,,,124.6943571,,,
1993,9,,,,91.64659119,128.0231323,75.97728729,,,88.68943024,170.8386536,,,52.28351087,,97.50156041,74.04455566,,,,,,116.027298,,,119.1969219,,,
1993,10,,,,99.83420563,124.1698685,48.84930038,,,88.74532318,103.007637,,,102.5236131,,89.8296204,64.39230347,,,,,,78.8225174,,,114.6211422,,,
1993,11,,,,36.05482864,105.7496338,77.71606445,,,126.6450577,93.76766205,,,78.4252663,,95.50004593,109.665123,,,,,,89.25749969,,,113.8706485,,,
1993,12,,,,143.6617584,92.60972595,93.59331512,,,105.483017,39.29359436,,,76.36762483,,124.6552213,49.16217422,,,,,,77.27201843,,,129.0307043,,,
1994,1,,,,104.1311035,76.55685425,84.06943512,,,109.1822052,94.05158234,,,140.6222291,,109.883271,83.14531708,,312.8876038,,,,82.2928009,,,122.0100581,,,
1994,2,,,,158.2762451,69.11225128,41.64948654,,,95.94908905,46.18510056,,,79.51110945,,97.477142,61.29515457,,229.4243774,,,,96.14565277,,,121.3113533,,,
1994,3,,,,107.2480545,140.4945526,84.89714813,,,78.75138855,104.7105865,,,68.47572935,,93.3066497,28.13357735,,177.6276245,,,,83.22688293,,,118.9405012,,,
1994,4,,,,110.3231354,161.958252,61.83404541,,,74.15968323,74.11193085,,,119.9368865,,95.67714626,44.39804459,,100.2562408,,,,106.3544464,,,113.8579132,,,
1994,5,,,,122.610817,115.258194,82.81485748,,,86.55761719,59.12601089,,,95.05880244,,92.50724653,45.75222397,,119.0542831,,,,94.50388336,,,105.9131861,,,
1994,6,,,,113.004631,186.3148956,39.78335953,,,136.3363495,81.18619537,,,124.5049737,,86.58950333,94.24958038,,139.9515381,,,,87.46889496,,,126.9722489,,,
1994,7,,,,75.21645355,132.9911957,74.13777924,,,95.00139618,95.34850311,,,76.74458999,,98.65245656,160.6613464,,83.86353302,,,,75.43205261,,,195.8633631,,,
1994,8,,,,63.97792435,133.9589539,62.37543106,,,115.1094666,68.05472565,,,115.0251391,,65.8456361,90.06111908,,82.397789,,,,88.99729919,,,138.7280899,,,
1994,9,,,,39.36957932,126.1141205,59.28423691,,,77.29764557,46.68276978,,,98.14327398,,65.17838812,62.24712372,,97.43924713,,,,85.29350281,,,145.2097489,,,
1994,10,,,,47.87550354,88.68997192,48.44005966,,,148.3224487,73.98386383,,,24.42020321,,70.51060341,43.92985916,,88.98472595,,,,61.68622589,,,118.9893829,,,
1994,11,,,,40.91065216,93.38710022,45.12579727,,,98.58875275,114.6206665,,,88.91314496,,82.13400907,53.13112259,,45.36542511,,,,94.68727875,,,118.2013824,,,
1994,12,,,,41.50466537,101.5999908,106.2481003,,,115.6113129,113.4272842,,,101.156957,,65.62412849,57.01769257,,70.3854599,,,,94.76318359,,,109.2500653,,,
1995,1,,,,58.10653305,194.2714233,86.12602234,,,150.7179565,107.0569763,,,54.02496521,,68.03604125,86.16311646,,85.99311829,,,,122.4063721,,,119.1841671,,,
1995,2,,,,60.68673325,126.4515991,92.81467438,,,85.12712097,133.1592255,,,54.81944999,,82.80985095,61.41931534,,170.021637,,,,100.5155563,,,115.548937,,,
1995,3,,,,47.97483826,162.7197723,79.89568329,,,124.2191467,98.76192474,,,71.75152684,,123.9830059,69.10100555,,109.7327957,,,,86.48616791,,,116.6212961,,,
1995,4,,,,65.06703949,128.5614624,58.9806366,,,92.9881897,78.15823364,,,80.11066539,,85.18601468,43.50450516,,228.1947632,,,,65.99556732,,,121.0018739,,,
1995,5,,,,12.68998623,96.17798615,64.18070221,,,91.00518036,57.6782341,,,22.57785444,,110.2200923,51.07299423,,271.7930908,,,,67.301651,,,97.86114673,,,
1995,6,,,,24.82884979,102.1671371,65.63619995,,,61.66780853,79.8762207,,,23.54351115,,106.6221566,42.15624237,,178.8963928,,,,75.82338715,,,116.2280982,,,
1995,7,,,,46.04296494,109.0884171,57.96390533,,,60.23467255,58.48723984,,,24.29177869,,104.6412499,44.56906891,,167.5427704,,,,81.65293884,,,116.5325313,,,
1995,8,,,,41.3770256,63.02978134,61.96572113,,,59.16339874,81.35251617,,,26.4509135,,100.8021433,34.54370117,,207.6034546,,,,55.88801193,,,119.7455053,,,
1995,9,,,,39.50910568,135.6432953,96.59937286,,,122.8426361,86.26076508,,,67.54694972,,100.4040754,34.69182205,,226.5756378,,,,70.38091278,,,119.2167682,,,
1995,10,,,,39.81483078,241.1322479,67.57488251,,,133.4619141,75.79679871,,,23.30082116,,96.69560084,44.40037918,,200.4594116,,,,79.90551758,,,123.4451123,,,
1995,11,,,,74.4533844,240.9737854,90.69586182,,,93.48212433,74.94922638,,,129.6137789,,83.84811662,56.08380127,,186.3850708,,,,101.200119,,,113.3376009,,,
1995,12,,,,61.93418503,191.775116,128.8102417,,,128.4617004,58.76146698,,,48.61134481,,83.85272214,55.08826065,,231.3260498,,,,90.67060089,,,122.9833387,,,
1996,1,,,,39.87179184,212.9531555,76.61521912,,,51.3209343,76.96334839,,,77.69875238,,97.65635641,90.64860535,,421.65448,,,,101.5782242,,,134.1244013,200.403656,,
1996,2,,,,14.63012218,107.9932098,75.2840271,,,98.0869751,123.0071793,,,25.10992533,,100.8586212,65.51833344,,151.1040497,,,,82.02139282,,,116.4723324,121.8169632,,
1996,3,,,,67.86368561,202.9208527,92.32820129,,,73.19598389,136.3991241,,,94.02818372,,90.26900857,55.35959244,,208.0931244,,,,76.63046265,,,102.6364505,174.6514587,,
1996,4,,,,72.42980194,118.0783997,63.84078598,,,83.35417175,69.27928925,,,58.8914047,,94.32032873,63.59253311,,261.9436951,,,,70.88105774,,,100.6213589,103.5821304,,
1996,5,,,,62.98391724,122.1422043,33.78978348,,,53.38554382,127.6984177,,,86.50299423,,72.39435711,33.82215881,,173.5031128,,,,62.10961151,,,90.69548914,125.6151657,,
1996,6,,,,70.79920959,118.0581741,58.97838593,,,83.064888,104.271904,,,24.54715667,,78.53615936,35.19603348,,221.4238129,,,,82.24293518,,,100.2159854,94.26124573,,
1996,7,,,,49.00287247,103.0493011,99.28533173,,,81.57214355,100.2553177,,,23.4499711,,73.19685295,39.50112152,,229.8002777,,,,69.69367218,,,126.3375772,152.313736,,
1996,8,,,,29.64934158,125.9228821,66.08776093,,,45.33016205,53.11515808,,,50.3209445,,69.31843939,42.75604248,,206.9558868,,,,88.64742279,,,97.57188207,60.99988174,,
1996,9,,,,18.50827789,97.34151459,57.71502304,,,81.5411377,81.13969421,,,101.7381796,,89.01393796,45.21398544,,271.2508545,,,,78.9807663,,,102.665538,116.9217606,,
1996,10,,,,91.75434113,184.9878845,75.92684174,,,92.87281799,80.00975037,,,69.963842,,73.43241509,29.6941967,,182.8880005,,,,55.67024612,,,100.2399405,156.2420349,,
1996,11,,,,66.43714142,136.5016937,50.14237976,,,76.70374298,100.1725006,,,22.27722669,,86.12472374,35.81261444,,153.8631134,,,,74.37119293,,,94.24592042,113.2069397,,
1996,12,,,,50.50942993,94.35478973,75.32172394,,,75.19550323,80.47577667,,,131.0473592,,69.95998059,65.2720108,,290.2890625,,,,67.17334747,,,102.3590138,148.7913208,,
1997,1,76.77660533,80.1119811,73.81411785,45.34841919,101.6433792,112.5136337,77.30002564,82.17068734,88.76412964,86.68222046,101.0402004,100.6910256,73.99194016,147.8701477,100.5473181,96.73699951,99.60648851,196.8446198,31.0181694,,59.41170502,75.44551086,88.32370758,62.23426723,117.0766931,134.0295258,129.4453,
1997,2,79.42436827,82.37719181,66.90946989,58.59738541,79.92736816,58.92809677,100.95201,80.48793718,68.00467682,56.29587555,96.67990823,100.5091384,48.53361995,193.4988708,94.45022192,95.54317474,112.1589114,116.4906693,50.6950798,,57.93270493,92.08613586,115.3486786,46.34370435,137.7194057,122.4823456,161.6536,
1997,3,68.44368063,67.59959313,60.35180245,52.28419876,127.8049698,70.8868866,51.99555191,78.8295134,62.07292175,47.05063629,93.07050217,89.85546531,45.39205045,164.8762512,89.57853606,58.50379181,100.7374028,62.81001663,43.75434113,,95.83730316,70.45269012,59.41058731,157.0719767,114.15071,121.9278946,59.50219,
1997,4,73.7044253,76.09142418,65.95678561,56.69753647,66.1947937,64.55810547,107.8858502,83.76606818,93.86885071,101.5680618,96.16874418,78.35758799,66.55257512,142.6888123,87.19373537,42.1541214,85.97250302,110.0900879,43.42786407,,95.51236725,71.10443115,123.271347,78.71690287,105.0641599,134.9743652,37.45757,
1997,5,71.78921409,72.86078239,71.79741261,42.34241486,108.8166275,81.9120636,18.01126157,80.10977258,82.89987183,76.70815277,99.99980872,96.57187433,111.8081394,138.6943512,88.44122313,22.88664627,99.10331372,197.9880981,120.4138489,,55.2233963,75.86949921,20.57983017,148.0165449,99.74805371,140.789444,76.65115,
1997,6,78.48510273,79.63126886,75.85237694,72.25654602,73.33613586,58.27440643,54.89530319,88.76644455,88.14984131,100.6619797,102.4160845,89.30517025,123.7364245,155.140213,90.10507345,48.31271362,99.67315659,155.9252625,95.48297119,,63.46031952,84.47803497,62.72386932,83.11654929,91.41779813,161.4367218,121.2498,
1997,7,64.07632924,62.01274856,63.64601211,42.38841248,44.03639603,98.56800079,37.27458929,75.78241398,82.0587616,69.24737549,82.23587553,76.36328495,69.35486503,75.07657623,88.58884021,41.88299561,76.61414867,74.80919647,69.27427673,,54.95415115,76.70619965,42.59028244,82.6536703,118.8774852,99.96890259,88.83616,
1997,8,63.12638837,59.08508419,79.09658222,38.20040894,61.286129,100.5702438,23.74048192,86.53643035,32.73998642,118.1935577,89.30325216,91.43319082,25.03006104,106.5814056,106.2347773,50.1714325,90.78022259,20.71302032,61.1551857,,32.10917664,58.91501999,27.1260891,89.83708576,85.83911712,125.0243988,138.753,
1997,9,66.97656006,64.83213469,77.53799289,72.29671478,55.58456421,73.98316956,62.01830094,84.11076016,66.51674652,64.00720215,88.28062102,101.8502997,44.36838341,107.7008057,125.7948032,56.84713745,92.90537536,20.92938232,65.68701172,,74.38127899,54.41430283,70.8626709,152.0993996,100.6375593,108.4222641,132.3151,
1997,10,81.14504332,77.77297021,90.62510349,38.86631012,68.98654175,98.36811829,72.77875371,86.93821451,59.2963295,72.8292923,86.94073774,104.004614,83.5960217,114.7560577,125.1535307,105.4032745,100.8700514,28.42041779,64.61637878,,89.02506256,92.9295578,83.15766144,169.6731144,101.3017651,117.7449112,53.53931,
1997,11,94.85386016,89.86559155,137.1705334,123.9213181,83.78520966,100.2946014,60.43690008,108.9634059,79.60984802,68.68808746,98.00193335,159.9137374,24.48774786,80.10123444,209.5596554,91.96852112,124.296227,50.00764084,48.63267899,,68.78263855,85.98280334,69.05574799,133.3647303,106.0545915,136.4918213,113.6898,
1997,12,106.4846129,97.18583299,167.1848248,127.4560242,85.26064301,194.4972382,18.13609793,121.2615435,62.68272018,88.88282013,104.703733,181.3108247,92.28238357,92.2522049,237.2068277,150.546463,144.6142197,22.71700287,57.48029709,,50.97835922,103.6995239,20.72246933,64.09413633,97.0392339,178.8007507,194.8424,
1998,1,98.25097952,94.64452586,90.12360382,91.31593323,119.9224167,156.5882111,68.00736836,107.8092377,51.94140625,49.25667953,80.95994084,168.6197177,112.7335464,78.99841309,214.3144831,85.98440552,131.6425379,61.16945648,58.23797607,,70.36618042,107.9537582,77.70583344,165.7242483,118.109067,121.2256012,184.7272,
1998,2,85.94650134,83.50064681,109.5289078,53.3040123,119.8605576,159.1158752,86.36794941,96.32119126,55.64112473,32.46657181,83.90097434,134.3110243,67.58275705,84.05859375,166.9254777,62.05884552,111.9831155,29.65426064,41.42932892,,69.35782623,101.1494675,98.68479919,231.2622645,99.81307438,131.542984,294.0179,
1998,3,87.33932175,82.86910663,62.57069778,53.72603989,88.21996307,116.5810623,56.81838819,112.852007,32.82840347,79.80081177,67.86052652,143.3553456,63.11292718,125.5382004,191.367709,41.53845215,123.790111,47.47961044,59.95455933,,87.09316254,83.3476181,64.92120361,100.901273,95.30582681,231.235672,209.8459,
1998,4,78.81296092,72.85131756,101.8901443,37.66268158,79.16266632,88.54354095,17.01349876,88.67499838,100.1266861,42.08200455,47.0175816,148.8349669,84.75476193,105.6075821,182.360064,49.4990921,120.7593774,29.50868225,55.19156265,,57.05706787,74.45728302,19.43977737,77.83146008,108.5122798,163.4817963,97.09785,239.4059689
1998,5,84.9042926,79.06038357,113.759552,43.40617752,107.9260941,82.45681763,36.58663381,107.9574262,59.02740479,103.6131668,60.13514151,137.8712241,38.77021954,82.74916077,178.1480334,50.57260895,112.4555071,34.80555344,70.70422363,,82.9233017,80.12715149,41.80421829,342.7852762,103.0714915,197.5841675,187.8683,284.3400389
1998,6,83.97406327,80.20111284,103.7514267,92.30954742,102.9903946,131.4233246,59.77421769,115.4453828,52.63696289,73.61322784,85.35442508,126.3357024,65.41877714,65.63902283,180.7967005,63.47054672,103.7907379,37.61526108,62.38226318,,75.54866791,80.88773346,68.2985611,204.8021101,98.40231469,216.0543213,150.9052,406.7225665
1998,7,100.8276664,96.90152231,132.8765411,40.21700287,112.5569534,139.0942535,87.90062696,121.0129535,52.46162033,103.7340088,92.83360282,158.8401238,63.26953494,83.75286865,211.2183105,54.49784851,123.96094,69.81322479,60.37129211,,102.5267639,101.4185181,100.4360504,264.2850715,115.3926953,232.2649078,210.0377,397.7312219
1998,8,114.0604145,108.0631345,204.9008331,114.5564728,168.6747742,164.7088928,33.45448697,136.5954557,26.05469894,87.88340759,132.2756937,187.1500248,49.05464346,142.4458466,221.9244753,88.18752289,162.5206363,59.35733032,72.37319946,,56.53371811,130.467041,38.22539902,181.1338229,144.2645044,258.4811096,220.8465,140.1273553
1998,9,141.7842689,140.3274199,169.6092224,170.3008118,142.7344208,248.4858246,65.05260722,161.552947,95.31884766,155.4571991,136.5491961,163.2897235,135.4671267,243.8862305,183.3650054,140.4541321,173.3650856,239.3199005,89.86407471,,120.3037186,169.0372772,74.32969666,287.5664394,142.2921204,428.1608887,198.1165,179.7417763
1998,10,117.6807154,113.2618811,101.4112091,71.36449432,195.2514343,145.4777527,112.1281901,128.3741395,59.14083099,77.70742798,149.6314125,155.0008943,41.92584613,109.7539368,194.8353651,118.568222,135.5902821,37.66239548,74.40351105,,134.3556671,145.0232391,128.1186829,125.7321826,123.6959908,235.4998322,161.7974,259.647752
1998,11,96.39171765,89.73408633,90.05532074,110.0508652,152.683075,94.46794891,44.73605945,123.3571433,62.61157227,127.0600586,88.83730476,97.94009225,106.4316711,112.45784,129.9598372,89.15898895,106.5209227,22.18051147,59.79561996,,125.8945999,113.5047455,51.11582565,164.7411324,99.21585128,241.9322052,153.3846,99.80342153
1998,12,91.34418213,88.53438398,52.15093613,98.40010834,112.9366913,154.2637024,60.97345741,120.8369653,66.05536652,127.4077301,86.57640565,95.34296954,70.21043777,104.4127502,127.7234554,94.91594696,100.8822496,88.52604675,64.24643707,,56.46775055,110.8949814,69.66882324,171.1434974,94.42723528,262.0566101,226.4082,119.5844614
1999,1,96.7222243,96.3770274,46.9680481,189.1585846,101.6886063,154.7360229,108.2344452,129.3506054,83.07643127,111.2602844,57.91408932,78.75651011,46.17628777,106.9392471,117.4099313,81.92739105,95.20870881,73.61167145,53.54195404,,71.1109848,123.3228455,123.6696548,260.0504238,103.7335108,250.4480286,71.76929,110.4137432
1999,2,80.64485738,79.34406631,65.43460083,128.0170746,67.56764984,129.024704,86.05222611,104.8633504,42.25163269,104.8559875,85.64400754,85.18131765,89.81514875,72.18669891,117.6957595,59.31647491,85.92439282,60.10918808,47.74877167,,64.79442596,94.99628448,98.3240509,212.1331583,97.73988163,118.9597397,145.0563,97.82461968
1999,3,64.83614358,62.7388397,44.95653534,75.83777618,30.09705734,111.1910553,72.00899623,83.13500501,49.74752045,65.63091278,81.53706235,80.23341303,20.54536726,107.4972839,105.7157889,39.12401581,84.04598844,18.0399704,44.43549728,,65.5021286,67.02757263,82.27812958,309.7433783,89.86271654,103.179306,50.53375,35.4315792
1999,4,63.19888005,58.56905798,49.88933563,65.80963898,45.12118149,108.0075684,14.4984259,90.10295859,55.28369141,95.32920837,108.1387454,71.45883464,58.71240347,64.25144958,96.93694977,52.50693512,74.12895126,56.74246979,59.07439423,,59.44794846,69.7878952,16.56603241,287.1978063,87.56561255,146.2616272,102.0906,50.33161612
